"","msa.fips","year","personal.current.transfer.receipts"
"new.row.869","43420",2002,94966
"new.row.870","43420",2003,102624
"new.row.871","43420",2004,112038
"new.row.872","43420",2005,124510
"new.row.873","43420",2006,132824
"new.row.874","43420",2007,142286
"new.row.875","43420",2008,150141
"new.row.876","43420",2009,155429
"new.row.877","43420",2010,160944
"new.row.878","43420",2011,130048
"new.row.879","43420",2012,127864
"new.row.880","46060",1969,30831
"new.row.881","46060",1970,34648
"new.row.882","46060",1971,41103
"new.row.883","46060",1972,48904
"new.row.884","46060",1973,63570
"new.row.885","46060",1974,72642
"new.row.886","46060",1975,75878
"new.row.887","46060",1976,82602
"new.row.888","46060",1977,92640
"new.row.889","46060",1978,107562
"new.row.890","46060",1979,135732
"new.row.891","46060",1980,156728
"new.row.892","46060",1981,191657
"new.row.893","46060",1982,205606
"new.row.894","46060",1983,223748
"new.row.895","46060",1984,252087
"new.row.896","46060",1985,289725
"new.row.897","46060",1986,318452
"new.row.898","46060",1987,336807
"new.row.899","46060",1988,374840
"new.row.900","46060",1989,401352
"new.row.901","46060",1990,419370
"new.row.902","46060",1991,455129
"new.row.903","46060",1992,483218
"new.row.904","46060",1993,527291
"new.row.905","46060",1994,582844
"new.row.906","46060",1995,622131
"new.row.907","46060",1996,643540
"new.row.908","46060",1997,679974
"new.row.909","46060",1998,731885
"new.row.910","46060",1999,788158
"new.row.911","46060",2000,839126
"new.row.912","46060",2001,867440
"new.row.913","46060",2002,906508
"new.row.914","46060",2003,945309
"new.row.915","46060",2004,1016924
"new.row.916","46060",2005,1108062
"new.row.917","46060",2006,1208060
"new.row.918","46060",2007,1272722
"new.row.919","46060",2008,1310209
"new.row.920","46060",2009,1283414
"new.row.921","46060",2010,1304566
"new.row.922","46060",2011,1061559
"new.row.923","46060",2012,1085396
"new.row.924","49740",1969,4323
"new.row.925","49740",1970,4967
"new.row.926","49740",1971,5911
"new.row.927","49740",1972,6583
"new.row.928","49740",1973,8160
"new.row.929","49740",1974,9539
"new.row.930","49740",1975,10651
"new.row.931","49740",1976,11946
"new.row.932","49740",1977,13438
"new.row.933","49740",1978,15788
"new.row.934","49740",1979,19243
"new.row.935","49740",1980,21343
"new.row.936","49740",1981,25160
"new.row.937","49740",1982,26147
"new.row.938","49740",1983,25741
"new.row.939","49740",1984,29581
"new.row.940","49740",1985,33257
"new.row.941","49740",1986,37317
"new.row.942","49740",1987,40886
"new.row.943","49740",1988,46021
"new.row.944","49740",1989,52154
"new.row.945","49740",1990,56601
"new.row.946","49740",1991,62319
"new.row.947","49740",1992,66416
"new.row.948","49740",1993,70642
"new.row.949","49740",1994,76410
"new.row.950","49740",1995,82024
"new.row.951","49740",1996,84336
"new.row.952","49740",1997,91040
"new.row.953","49740",1998,95529
"new.row.954","49740",1999,99909
"new.row.955","49740",2000,104634
"new.row.956","49740",2001,110739
"new.row.957","49740",2002,120103
"new.row.958","49740",2003,130497
"new.row.959","49740",2004,145567
"new.row.960","49740",2005,158513
"new.row.961","49740",2006,171652
"new.row.962","49740",2007,184008
"new.row.963","49740",2008,190566
"new.row.964","49740",2009,190223
"new.row.965","49740",2010,192226
"new.row.966","49740",2011,156225
"new.row.967","49740",2012,159414
"new.row.968","22220",1969,10458
"new.row.969","22220",1970,11598
"new.row.970","22220",1971,13129
"new.row.971","22220",1972,15523
"new.row.972","22220",1973,20199
"new.row.973","22220",1974,23572
"new.row.974","22220",1975,24655
"new.row.975","22220",1976,28484
"new.row.976","22220",1977,32957
"new.row.977","22220",1978,38670
"new.row.978","22220",1979,45121
"new.row.979","22220",1980,50132
"new.row.980","22220",1981,60617
"new.row.981","22220",1982,64642
"new.row.982","22220",1983,71461
"new.row.983","22220",1984,82030
"new.row.984","22220",1985,93369
"new.row.985","22220",1986,104600
"new.row.986","22220",1987,116781
"new.row.987","22220",1988,135935
"new.row.988","22220",1989,152054
"new.row.989","22220",1990,170770
"new.row.990","22220",1991,186215
"new.row.991","22220",1992,207580
"new.row.992","22220",1993,225202
"new.row.993","22220",1994,253091
"new.row.994","22220",1995,272156
"new.row.995","22220",1996,284048
"new.row.996","22220",1997,303850
"new.row.997","22220",1998,328289
"new.row.998","22220",1999,360867
"new.row.999","22220",2000,388612
"new.row.1000","22220",2001,421470
"new.row.1001","22220",2002,457967
"new.row.1002","22220",2003,486116
"new.row.1003","22220",2004,524968
"new.row.1004","22220",2005,571335
"new.row.1005","22220",2006,625147
"new.row.1006","22220",2007,654082
"new.row.1007","22220",2008,693428
"new.row.1008","22220",2009,697473
"new.row.1009","22220",2010,723861
"new.row.1010","22220",2011,599957
"new.row.1011","22220",2012,623551
"new.row.1012","22900",1969,12313
"new.row.1013","22900",1970,13176
"new.row.1014","22900",1971,14897
"new.row.1015","22900",1972,17221
"new.row.1016","22900",1973,22263
"new.row.1017","22900",1974,26245
"new.row.1018","22900",1975,27946
"new.row.1019","22900",1976,31640
"new.row.1020","22900",1977,36654
"new.row.1021","22900",1978,42733
"new.row.1022","22900",1979,48959
"new.row.1023","22900",1980,53378
"new.row.1024","22900",1981,64314
"new.row.1025","22900",1982,67918
"new.row.1026","22900",1983,73589
"new.row.1027","22900",1984,83683
"new.row.1028","22900",1985,93983
"new.row.1029","22900",1986,102619
"new.row.1030","22900",1987,112386
"new.row.1031","22900",1988,125725
"new.row.1032","22900",1989,135036
"new.row.1033","22900",1990,147809
"new.row.1034","22900",1991,156960
"new.row.1035","22900",1992,171599
"new.row.1036","22900",1993,178350
"new.row.1037","22900",1994,196364
"new.row.1038","22900",1995,205397
"new.row.1039","22900",1996,210863
"new.row.1040","22900",1997,222587
"new.row.1041","22900",1998,234280
"new.row.1042","22900",1999,247449
"new.row.1043","22900",2000,262137
"new.row.1044","22900",2001,270215
"new.row.1045","22900",2002,272419
"new.row.1046","22900",2003,281225
"new.row.1047","22900",2004,295171
"new.row.1048","22900",2005,322619
"new.row.1049","22900",2006,354117
"new.row.1050","22900",2007,364847
"new.row.1051","22900",2008,380871
"new.row.1052","22900",2009,367282
"new.row.1053","22900",2010,372122
"new.row.1054","22900",2011,306752
"new.row.1055","22900",2012,310676
"new.row.1056","26300",1969,4030
"new.row.1057","26300",1970,4535
"new.row.1058","26300",1971,5402
"new.row.1059","26300",1972,6342
"new.row.1060","26300",1973,8211
"new.row.1061","26300",1974,9684
"new.row.1062","26300",1975,9784
"new.row.1063","26300",1976,11012
"new.row.1064","26300",1977,12586
"new.row.1065","26300",1978,14289
"new.row.1066","26300",1979,16283
"new.row.1067","26300",1980,17935
"new.row.1068","26300",1981,20860
"new.row.1069","26300",1982,22731
"new.row.1070","26300",1983,23908
"new.row.1071","26300",1984,26120
"new.row.1072","26300",1985,28912
"new.row.1073","26300",1986,30645
"new.row.1074","26300",1987,32743
"new.row.1075","26300",1988,36556
"new.row.1076","26300",1989,40454
"new.row.1077","26300",1990,44091
"new.row.1078","26300",1991,47651
"new.row.1079","26300",1992,51717
"new.row.1080","26300",1993,56389
"new.row.1081","26300",1994,62113
"new.row.1082","26300",1995,65957
"new.row.1083","26300",1996,67423
"new.row.1084","26300",1997,70493
"new.row.1085","26300",1998,74029
"new.row.1086","26300",1999,77635
"new.row.1087","26300",2000,80545
"new.row.1088","26300",2001,84752
"new.row.1089","26300",2002,87282
"new.row.1090","26300",2003,90445
"new.row.1091","26300",2004,95278
"new.row.1092","26300",2005,102512
"new.row.1093","26300",2006,108578
"new.row.1094","26300",2007,112373
"new.row.1095","26300",2008,117238
"new.row.1096","26300",2009,117963
"new.row.1097","26300",2010,120651
"new.row.1098","26300",2011,103599
"new.row.1099","26300",2012,105951
"new.row.1100","27860",1969,5211
"new.row.1101","27860",1970,5517
"new.row.1102","27860",1971,6311
"new.row.1103","27860",1972,7436
"new.row.1104","27860",1973,9341
"new.row.1105","27860",1974,10632
"new.row.1106","27860",1975,11812
"new.row.1107","27860",1976,13365
"new.row.1108","27860",1977,15131
"new.row.1109","27860",1978,17593
"new.row.1110","27860",1979,20322
"new.row.1111","27860",1980,21679
"new.row.1112","27860",1981,24712
"new.row.1113","27860",1982,26312
"new.row.1114","27860",1983,28039
"new.row.1115","27860",1984,31654
"new.row.1116","27860",1985,35192
"new.row.1117","27860",1986,38344
"new.row.1118","27860",1987,42482
"new.row.1119","27860",1988,48310
"new.row.1120","27860",1989,53250
"new.row.1121","27860",1990,58099
"new.row.1122","27860",1991,61480
"new.row.1123","27860",1992,66921
"new.row.1124","27860",1993,70982
"new.row.1125","27860",1994,76442
"new.row.1126","27860",1995,80887
"new.row.1127","27860",1996,83600
"new.row.1128","27860",1997,88709
"new.row.1129","27860",1998,93806
"new.row.1130","27860",1999,101064
"new.row.1131","27860",2000,105029
"new.row.1132","27860",2001,105146
"new.row.1133","27860",2002,110533
"new.row.1134","27860",2003,115001
"new.row.1135","27860",2004,121461
"new.row.1136","27860",2005,129741
"new.row.1137","27860",2006,139130
"new.row.1138","27860",2007,144598
"new.row.1139","27860",2008,153405
"new.row.1140","27860",2009,154114
"new.row.1141","27860",2010,159658
"new.row.1142","27860",2011,135825
"new.row.1143","27860",2012,138952
"new.row.1144","30780",1969,38592
"new.row.1145","30780",1970,41083
"new.row.1146","30780",1971,47375
"new.row.1147","30780",1972,55810
"new.row.1148","30780",1973,72729
"new.row.1149","30780",1974,84078
"new.row.1150","30780",1975,90223
"new.row.1151","30780",1976,100414
"new.row.1152","30780",1977,112776
"new.row.1153","30780",1978,130378
"new.row.1154","30780",1979,151023
"new.row.1155","30780",1980,166166
"new.row.1156","30780",1981,195799
"new.row.1157","30780",1982,213003
"new.row.1158","30780",1983,232617
"new.row.1159","30780",1984,255362
"new.row.1160","30780",1985,290694
"new.row.1161","30780",1986,315560
"new.row.1162","30780",1987,334246
"new.row.1163","30780",1988,370984
"new.row.1164","30780",1989,402005
"new.row.1165","30780",1990,451139
"new.row.1166","30780",1991,483838
"new.row.1167","30780",1992,521945
"new.row.1168","30780",1993,549466
"new.row.1169","30780",1994,588446
"new.row.1170","30780",1995,618823
"new.row.1171","30780",1996,649290
"new.row.1172","30780",1997,686586
"new.row.1173","30780",1998,728101
"new.row.1174","30780",1999,768537
"new.row.1175","30780",2000,806776
"new.row.1176","30780",2001,843893
"new.row.1177","30780",2002,872724
"new.row.1178","30780",2003,900508
"new.row.1179","30780",2004,941341
"new.row.1180","30780",2005,997164
"new.row.1181","30780",2006,1082553
"new.row.1182","30780",2007,1165620
"new.row.1183","30780",2008,1187716
"new.row.1184","30780",2009,1213802
"new.row.1185","30780",2010,1211089
"new.row.1186","30780",2011,999316
"new.row.1187","30780",2012,1021055
"new.row.1188","32820",1969,81002
"new.row.1189","32820",1970,86195
"new.row.1190","32820",1971,99701
"new.row.1191","32820",1972,116941
"new.row.1192","32820",1973,149913
"new.row.1193","32820",1974,170923
"new.row.1194","32820",1975,176935
"new.row.1195","32820",1976,191276
"new.row.1196","32820",1977,213221
"new.row.1197","32820",1978,244298
"new.row.1198","32820",1979,286408
"new.row.1199","32820",1980,317195
"new.row.1200","32820",1981,369294
"new.row.1201","32820",1982,393728
"new.row.1202","32820",1983,427280
"new.row.1203","32820",1984,479367
"new.row.1204","32820",1985,541410
"new.row.1205","32820",1986,598910
"new.row.1206","32820",1987,655067
"new.row.1207","32820",1988,733233
"new.row.1208","32820",1989,806835
"new.row.1209","32820",1990,871711
"new.row.1210","32820",1991,932422
"new.row.1211","32820",1992,995967
"new.row.1212","32820",1993,1065873
"new.row.1213","32820",1994,1173482
"new.row.1214","32820",1995,1262799
"new.row.1215","32820",1996,1319886
"new.row.1216","32820",1997,1403002
"new.row.1217","32820",1998,1536086
"new.row.1218","32820",1999,1618781
"new.row.1219","32820",2000,1664025
"new.row.1220","32820",2001,1782426
"new.row.1221","32820",2002,1859160
"new.row.1222","32820",2003,1904993
"new.row.1223","32820",2004,1995506
"new.row.1224","32820",2005,2075520
"new.row.1225","32820",2006,2197547
"new.row.1226","32820",2007,2305448
"new.row.1227","32820",2008,2312917
"new.row.1228","32820",2009,2228841
"new.row.1229","32820",2010,2245791
"new.row.1230","32820",2011,1818198
"new.row.1231","32820",2012,1867906
"new.row.1232","38220",1969,7758
"new.row.1233","38220",1970,7942
"new.row.1234","38220",1971,8774
"new.row.1235","38220",1972,10035
"new.row.1236","38220",1973,12608
"new.row.1237","38220",1974,13626
"new.row.1238","38220",1975,14109
"new.row.1239","38220",1976,15632
"new.row.1240","38220",1977,17698
"new.row.1241","38220",1978,21431
"new.row.1242","38220",1979,26065
"new.row.1243","38220",1980,29497
"new.row.1244","38220",1981,32469
"new.row.1245","38220",1982,33125
"new.row.1246","38220",1983,35458
"new.row.1247","38220",1984,38755
"new.row.1248","38220",1985,42917
"new.row.1249","38220",1986,48857
"new.row.1250","38220",1987,48743
"new.row.1251","38220",1988,55842
"new.row.1252","38220",1989,59716
"new.row.1253","38220",1990,65637
"new.row.1254","38220",1991,64718
"new.row.1255","38220",1992,68337
"new.row.1256","38220",1993,71545
"new.row.1257","38220",1994,74695
"new.row.1258","38220",1995,78056
"new.row.1259","38220",1996,79456
"new.row.1260","38220",1997,82437
"new.row.1261","38220",1998,85136
"new.row.1262","38220",1999,88030
"new.row.1263","38220",2000,92281
"new.row.1264","38220",2001,94269
"new.row.1265","38220",2002,97249
"new.row.1266","38220",2003,100338
"new.row.1267","38220",2004,105526
"new.row.1268","38220",2005,109470
"new.row.1269","38220",2006,117097
"new.row.1270","38220",2007,118171
"new.row.1271","38220",2008,121206
"new.row.1272","38220",2009,122996
"new.row.1273","38220",2010,125642
"new.row.1274","38220",2011,101492
"new.row.1275","38220",2012,102087
"new.row.1276","45500",1969,9683
"new.row.1277","45500",1970,9361
"new.row.1278","45500",1971,9877
"new.row.1279","45500",1972,11307
"new.row.1280","45500",1973,14204
"new.row.1281","45500",1974,15913
"new.row.1282","45500",1975,16221
"new.row.1283","45500",1976,18116
"new.row.1284","45500",1977,20236
"new.row.1285","45500",1978,23625
"new.row.1286","45500",1979,29490
"new.row.1287","45500",1980,30776
"new.row.1288","45500",1981,36264
"new.row.1289","45500",1982,39735
"new.row.1290","45500",1983,43853
"new.row.1291","45500",1984,49416
"new.row.1292","45500",1985,55572
"new.row.1293","45500",1986,58523
"new.row.1294","45500",1987,61117
"new.row.1295","45500",1988,67460
"new.row.1296","45500",1989,74605
"new.row.1297","45500",1990,82007
"new.row.1298","45500",1991,87046
"new.row.1299","45500",1992,89665
"new.row.1300","45500",1993,93541
"new.row.1301","45500",1994,99105
"new.row.1302","45500",1995,103600
"new.row.1303","45500",1996,106266
"new.row.1304","45500",1997,112025
"new.row.1305","45500",1998,113977
"new.row.1306","45500",1999,120638
"new.row.1307","45500",2000,124262
"new.row.1308","45500",2001,128235
"new.row.1309","45500",2002,134730
"new.row.1310","45500",2003,140553
"new.row.1311","45500",2004,148804
"new.row.1312","45500",2005,158617
"new.row.1313","45500",2006,168268
"new.row.1314","45500",2007,179138
"new.row.1315","45500",2008,188734
"new.row.1316","45500",2009,191813
"new.row.1317","45500",2010,192368
"new.row.1318","45500",2011,157078
"new.row.1319","45500",2012,158455
"new.row.1320","12540",1969,30643
"new.row.1321","12540",1970,31555
"new.row.1322","12540",1971,34105
"new.row.1323","12540",1972,38123
"new.row.1324","12540",1973,48108
"new.row.1325","12540",1974,56333
"new.row.1326","12540",1975,62067
"new.row.1327","12540",1976,70121
"new.row.1328","12540",1977,79781
"new.row.1329","12540",1978,91900
"new.row.1330","12540",1979,111213
"new.row.1331","12540",1980,121203
"new.row.1332","12540",1981,153143
"new.row.1333","12540",1982,171350
"new.row.1334","12540",1983,184104
"new.row.1335","12540",1984,209118
