"","msa.fips","year","wage.and.salary.employment"
"new.row.870","43420",1984,29746
"new.row.871","43420",1985,31097
"new.row.872","43420",1986,32097
"new.row.873","43420",1987,32771
"new.row.874","43420",1988,32667
"new.row.875","43420",1989,33160
"new.row.876","43420",1990,33580
"new.row.877","43420",1991,31986
"new.row.878","43420",1992,33589
"new.row.879","43420",1993,34595
"new.row.880","43420",1994,35774
"new.row.881","43420",1995,36381
"new.row.882","43420",1996,36980
"new.row.883","43420",1997,37534
"new.row.884","43420",1998,37433
"new.row.885","43420",1999,37961
"new.row.886","43420",2000,39624
"new.row.887","43420",2001,40233
"new.row.888","43420",2002,40388
"new.row.889","43420",2003,41571
"new.row.890","43420",2004,42715
"new.row.891","43420",2005,44602
"new.row.892","43420",2006,45279
"new.row.893","43420",2007,45928
"new.row.894","43420",2008,45458
"new.row.895","43420",2009,44978
"new.row.896","43420",2010,45168
"new.row.897","43420",2011,44579
"new.row.898","43420",2012,43429
"new.row.899","43420",2013,41779
"new.row.900","46060",1969,119118
"new.row.901","46060",1970,126304
"new.row.902","46060",1971,134744
"new.row.903","46060",1972,144943
"new.row.904","46060",1973,155149
"new.row.905","46060",1974,158343
"new.row.906","46060",1975,156617
"new.row.907","46060",1976,160919
"new.row.908","46060",1977,166865
"new.row.909","46060",1978,177812
"new.row.910","46060",1979,193405
"new.row.911","46060",1980,199680
"new.row.912","46060",1981,205277
"new.row.913","46060",1982,206501
"new.row.914","46060",1983,213432
"new.row.915","46060",1984,228392
"new.row.916","46060",1985,245385
"new.row.917","46060",1986,255054
"new.row.918","46060",1987,259810
"new.row.919","46060",1988,263837
"new.row.920","46060",1989,264371
"new.row.921","46060",1990,265133
"new.row.922","46060",1991,266841
"new.row.923","46060",1992,273301
"new.row.924","46060",1993,286480
"new.row.925","46060",1994,305374
"new.row.926","46060",1995,317587
"new.row.927","46060",1996,321062
"new.row.928","46060",1997,327430
"new.row.929","46060",1998,339403
"new.row.930","46060",1999,348647
"new.row.931","46060",2000,360246
"new.row.932","46060",2001,358913
"new.row.933","46060",2002,357865
"new.row.934","46060",2003,359639
"new.row.935","46060",2004,372545
"new.row.936","46060",2005,382171
"new.row.937","46060",2006,397735
"new.row.938","46060",2007,403944
"new.row.939","46060",2008,399499
"new.row.940","46060",2009,379369
"new.row.941","46060",2010,373834
"new.row.942","46060",2011,371532
"new.row.943","46060",2012,379116
"new.row.944","46060",2013,382049
"new.row.945","49740",1969,25080
"new.row.946","49740",1970,26133
"new.row.947","49740",1971,27431
"new.row.948","49740",1972,27095
"new.row.949","49740",1973,27219
"new.row.950","49740",1974,28403
"new.row.951","49740",1975,29292
"new.row.952","49740",1976,30534
"new.row.953","49740",1977,31932
"new.row.954","49740",1978,33913
"new.row.955","49740",1979,34664
"new.row.956","49740",1980,35542
"new.row.957","49740",1981,35783
"new.row.958","49740",1982,34806
"new.row.959","49740",1983,33404
"new.row.960","49740",1984,34885
"new.row.961","49740",1985,35470
"new.row.962","49740",1986,36985
"new.row.963","49740",1987,40427
"new.row.964","49740",1988,41972
"new.row.965","49740",1989,44049
"new.row.966","49740",1990,44270
"new.row.967","49740",1991,46580
"new.row.968","49740",1992,48200
"new.row.969","49740",1993,49147
"new.row.970","49740",1994,50523
"new.row.971","49740",1995,52533
"new.row.972","49740",1996,55741
"new.row.973","49740",1997,56189
"new.row.974","49740",1998,58931
"new.row.975","49740",1999,59145
"new.row.976","49740",2000,59719
"new.row.977","49740",2001,61774
"new.row.978","49740",2002,63546
"new.row.979","49740",2003,64930
"new.row.980","49740",2004,68366
"new.row.981","49740",2005,69906
"new.row.982","49740",2006,72375
"new.row.983","49740",2007,72691
"new.row.984","49740",2008,71452
"new.row.985","49740",2009,67584
"new.row.986","49740",2010,67018
"new.row.987","49740",2011,67337
"new.row.988","49740",2012,69015
"new.row.989","49740",2013,69491
"new.row.990","22220",1969,51131
"new.row.991","22220",1970,52940
"new.row.992","22220",1971,53262
"new.row.993","22220",1972,56301
"new.row.994","22220",1973,58866
"new.row.995","22220",1974,61047
"new.row.996","22220",1975,59434
"new.row.997","22220",1976,63245
"new.row.998","22220",1977,67433
"new.row.999","22220",1978,71532
"new.row.1000","22220",1979,74822
"new.row.1001","22220",1980,75764
"new.row.1002","22220",1981,78655
"new.row.1003","22220",1982,77244
"new.row.1004","22220",1983,79207
"new.row.1005","22220",1984,84210
"new.row.1006","22220",1985,87716
"new.row.1007","22220",1986,92118
"new.row.1008","22220",1987,98773
"new.row.1009","22220",1988,104417
"new.row.1010","22220",1989,108646
"new.row.1011","22220",1990,112928
"new.row.1012","22220",1991,116425
"new.row.1013","22220",1992,121910
"new.row.1014","22220",1993,129430
"new.row.1015","22220",1994,138150
"new.row.1016","22220",1995,146249
"new.row.1017","22220",1996,151085
"new.row.1018","22220",1997,154868
"new.row.1019","22220",1998,158368
"new.row.1020","22220",1999,164874
"new.row.1021","22220",2000,170525
"new.row.1022","22220",2001,178030
"new.row.1023","22220",2002,184900
"new.row.1024","22220",2003,189210
"new.row.1025","22220",2004,195091
"new.row.1026","22220",2005,204831
"new.row.1027","22220",2006,213021
"new.row.1028","22220",2007,214851
"new.row.1029","22220",2008,214573
"new.row.1030","22220",2009,206872
"new.row.1031","22220",2010,206899
"new.row.1032","22220",2011,210242
"new.row.1033","22220",2012,216406
"new.row.1034","22220",2013,222063
"new.row.1035","22900",1969,51464
"new.row.1036","22900",1970,52351
"new.row.1037","22900",1971,53976
"new.row.1038","22900",1972,56475
"new.row.1039","22900",1973,59932
"new.row.1040","22900",1974,63164
"new.row.1041","22900",1975,61953
"new.row.1042","22900",1976,65116
"new.row.1043","22900",1977,69011
"new.row.1044","22900",1978,72749
"new.row.1045","22900",1979,73143
"new.row.1046","22900",1980,72449
"new.row.1047","22900",1981,74524
"new.row.1048","22900",1982,70784
"new.row.1049","22900",1983,73134
"new.row.1050","22900",1984,77583
"new.row.1051","22900",1985,79891
"new.row.1052","22900",1986,83055
"new.row.1053","22900",1987,87653
"new.row.1054","22900",1988,90686
"new.row.1055","22900",1989,91695
"new.row.1056","22900",1990,93822
"new.row.1057","22900",1991,93882
"new.row.1058","22900",1992,96398
"new.row.1059","22900",1993,100547
"new.row.1060","22900",1994,105095
"new.row.1061","22900",1995,108084
"new.row.1062","22900",1996,109522
"new.row.1063","22900",1997,111291
"new.row.1064","22900",1998,113485
"new.row.1065","22900",1999,116676
"new.row.1066","22900",2000,118176
"new.row.1067","22900",2001,117931
"new.row.1068","22900",2002,116926
"new.row.1069","22900",2003,116350
"new.row.1070","22900",2004,117603
"new.row.1071","22900",2005,120622
"new.row.1072","22900",2006,123703
"new.row.1073","22900",2007,125776
"new.row.1074","22900",2008,125077
"new.row.1075","22900",2009,119745
"new.row.1076","22900",2010,117516
"new.row.1077","22900",2011,114946
"new.row.1078","22900",2012,115337
"new.row.1079","22900",2013,114479
"new.row.1080","26300",1969,18553
"new.row.1081","26300",1970,19001
"new.row.1082","26300",1971,20523
"new.row.1083","26300",1972,21440
"new.row.1084","26300",1973,23013
"new.row.1085","26300",1974,24060
"new.row.1086","26300",1975,21927
"new.row.1087","26300",1976,23085
"new.row.1088","26300",1977,24580
"new.row.1089","26300",1978,25170
"new.row.1090","26300",1979,25599
"new.row.1091","26300",1980,25296
"new.row.1092","26300",1981,25075
"new.row.1093","26300",1982,25123
"new.row.1094","26300",1983,25546
"new.row.1095","26300",1984,26229
"new.row.1096","26300",1985,26716
"new.row.1097","26300",1986,26964
"new.row.1098","26300",1987,27443
"new.row.1099","26300",1988,27457
"new.row.1100","26300",1989,28242
"new.row.1101","26300",1990,28837
"new.row.1102","26300",1991,29180
"new.row.1103","26300",1992,30475
"new.row.1104","26300",1993,32040
"new.row.1105","26300",1994,32965
"new.row.1106","26300",1995,34365
"new.row.1107","26300",1996,34924
"new.row.1108","26300",1997,35611
"new.row.1109","26300",1998,36222
"new.row.1110","26300",1999,36662
"new.row.1111","26300",2000,37251
"new.row.1112","26300",2001,37720
"new.row.1113","26300",2002,37602
"new.row.1114","26300",2003,38140
"new.row.1115","26300",2004,38794
"new.row.1116","26300",2005,39124
"new.row.1117","26300",2006,40155
"new.row.1118","26300",2007,40384
"new.row.1119","26300",2008,40082
"new.row.1120","26300",2009,39117
"new.row.1121","26300",2010,38378
"new.row.1122","26300",2011,38498
"new.row.1123","26300",2012,38847
"new.row.1124","26300",2013,38954
"new.row.1125","27860",1969,25855
"new.row.1126","27860",1970,26020
"new.row.1127","27860",1971,26792
"new.row.1128","27860",1972,27857
"new.row.1129","27860",1973,28374
"new.row.1130","27860",1974,28924
"new.row.1131","27860",1975,29468
"new.row.1132","27860",1976,30929
"new.row.1133","27860",1977,32548
"new.row.1134","27860",1978,34293
"new.row.1135","27860",1979,34752
"new.row.1136","27860",1980,34229
"new.row.1137","27860",1981,32861
"new.row.1138","27860",1982,32200
"new.row.1139","27860",1983,32427
"new.row.1140","27860",1984,33899
"new.row.1141","27860",1985,34527
"new.row.1142","27860",1986,35687
"new.row.1143","27860",1987,37677
"new.row.1144","27860",1988,39194
"new.row.1145","27860",1989,40133
"new.row.1146","27860",1990,40619
"new.row.1147","27860",1991,40303
"new.row.1148","27860",1992,42076
"new.row.1149","27860",1993,43042
"new.row.1150","27860",1994,43756
"new.row.1151","27860",1995,45764
"new.row.1152","27860",1996,46476
"new.row.1153","27860",1997,47527
"new.row.1154","27860",1998,48421
"new.row.1155","27860",1999,50025
"new.row.1156","27860",2000,50508
"new.row.1157","27860",2001,49778
"new.row.1158","27860",2002,49756
"new.row.1159","27860",2003,50245
"new.row.1160","27860",2004,51095
"new.row.1161","27860",2005,51273
"new.row.1162","27860",2006,52498
"new.row.1163","27860",2007,51947
"new.row.1164","27860",2008,52569
"new.row.1165","27860",2009,51813
"new.row.1166","27860",2010,52147
"new.row.1167","27860",2011,53529
"new.row.1168","27860",2012,54102
"new.row.1169","27860",2013,55060
"new.row.1170","30780",1969,165013
"new.row.1171","30780",1970,165885
"new.row.1172","30780",1971,171549
"new.row.1173","30780",1972,181809
"new.row.1174","30780",1973,193067
"new.row.1175","30780",1974,199957
"new.row.1176","30780",1975,197095
"new.row.1177","30780",1976,204175
"new.row.1178","30780",1977,211951
"new.row.1179","30780",1978,222519
"new.row.1180","30780",1979,227890
"new.row.1181","30780",1980,226124
"new.row.1182","30780",1981,223732
"new.row.1183","30780",1982,221384
"new.row.1184","30780",1983,226879
"new.row.1185","30780",1984,236435
"new.row.1186","30780",1985,243577
"new.row.1187","30780",1986,247354
"new.row.1188","30780",1987,252322
"new.row.1189","30780",1988,260461
"new.row.1190","30780",1989,268690
"new.row.1191","30780",1990,275733
"new.row.1192","30780",1991,278814
"new.row.1193","30780",1992,286360
"new.row.1194","30780",1993,293175
"new.row.1195","30780",1994,302152
"new.row.1196","30780",1995,312043
"new.row.1197","30780",1996,318952
"new.row.1198","30780",1997,325067
"new.row.1199","30780",1998,330924
"new.row.1200","30780",1999,336167
"new.row.1201","30780",2000,339027
"new.row.1202","30780",2001,338393
"new.row.1203","30780",2002,335232
"new.row.1204","30780",2003,336943
"new.row.1205","30780",2004,341305
"new.row.1206","30780",2005,345705
"new.row.1207","30780",2006,354364
"new.row.1208","30780",2007,359549
"new.row.1209","30780",2008,360878
"new.row.1210","30780",2009,353285
"new.row.1211","30780",2010,352881
"new.row.1212","30780",2011,355144
"new.row.1213","30780",2012,357157
"new.row.1214","30780",2013,358850
"new.row.1215","32820",1969,368503
"new.row.1216","32820",1970,367325
"new.row.1217","32820",1971,379820
"new.row.1218","32820",1972,404124
"new.row.1219","32820",1973,417381
"new.row.1220","32820",1974,424254
"new.row.1221","32820",1975,407132
"new.row.1222","32820",1976,409496
"new.row.1223","32820",1977,423505
"new.row.1224","32820",1978,442612
"new.row.1225","32820",1979,453420
"new.row.1226","32820",1980,451928
"new.row.1227","32820",1981,441382
"new.row.1228","32820",1982,428290
"new.row.1229","32820",1983,438043
"new.row.1230","32820",1984,457787
"new.row.1231","32820",1985,467674
"new.row.1232","32820",1986,483764
"new.row.1233","32820",1987,503982
"new.row.1234","32820",1988,522290
"new.row.1235","32820",1989,542853
"new.row.1236","32820",1990,549914
"new.row.1237","32820",1991,542440
"new.row.1238","32820",1992,545112
"new.row.1239","32820",1993,558475
"new.row.1240","32820",1994,586276
"new.row.1241","32820",1995,604773
"new.row.1242","32820",1996,615081
"new.row.1243","32820",1997,628844
"new.row.1244","32820",1998,644396
"new.row.1245","32820",1999,655117
"new.row.1246","32820",2000,663688
"new.row.1247","32820",2001,658481
"new.row.1248","32820",2002,651757
"new.row.1249","32820",2003,647050
"new.row.1250","32820",2004,649672
"new.row.1251","32820",2005,654940
"new.row.1252","32820",2006,667638
"new.row.1253","32820",2007,671266
"new.row.1254","32820",2008,662446
"new.row.1255","32820",2009,627105
"new.row.1256","32820",2010,615697
"new.row.1257","32820",2011,619456
"new.row.1258","32820",2012,625638
"new.row.1259","32820",2013,628140
"new.row.1260","38220",1969,33965
"new.row.1261","38220",1970,33099
"new.row.1262","38220",1971,33176
"new.row.1263","38220",1972,33664
"new.row.1264","38220",1973,34882
"new.row.1265","38220",1974,35972
"new.row.1266","38220",1975,34134
"new.row.1267","38220",1976,34448
"new.row.1268","38220",1977,36321
"new.row.1269","38220",1978,39151
"new.row.1270","38220",1979,40116
"new.row.1271","38220",1980,40606
"new.row.1272","38220",1981,38361
"new.row.1273","38220",1982,35750
"new.row.1274","38220",1983,36010
"new.row.1275","38220",1984,36501
"new.row.1276","38220",1985,37131
"new.row.1277","38220",1986,39073
"new.row.1278","38220",1987,38616
"new.row.1279","38220",1988,39976
"new.row.1280","38220",1989,40621
"new.row.1281","38220",1990,41426
"new.row.1282","38220",1991,40792
"new.row.1283","38220",1992,41010
"new.row.1284","38220",1993,41794
"new.row.1285","38220",1994,41326
"new.row.1286","38220",1995,42302
"new.row.1287","38220",1996,42835
"new.row.1288","38220",1997,42907
"new.row.1289","38220",1998,43131
"new.row.1290","38220",1999,43296
"new.row.1291","38220",2000,43325
"new.row.1292","38220",2001,42740
"new.row.1293","38220",2002,42020
"new.row.1294","38220",2003,42331
"new.row.1295","38220",2004,43008
"new.row.1296","38220",2005,42638
"new.row.1297","38220",2006,42297
"new.row.1298","38220",2007,41243
"new.row.1299","38220",2008,40678
"new.row.1300","38220",2009,40429
"new.row.1301","38220",2010,39913
"new.row.1302","38220",2011,39139
"new.row.1303","38220",2012,38521
"new.row.1304","38220",2013,37150
"new.row.1305","45500",1969,48836
"new.row.1306","45500",1970,44313
"new.row.1307","45500",1971,41950
"new.row.1308","45500",1972,42420
"new.row.1309","45500",1973,43594
"new.row.1310","45500",1974,43901
"new.row.1311","45500",1975,42254
"new.row.1312","45500",1976,43888
"new.row.1313","45500",1977,45350
"new.row.1314","45500",1978,47377
"new.row.1315","45500",1979,49731
"new.row.1316","45500",1980,47626
"new.row.1317","45500",1981,47278
"new.row.1318","45500",1982,47523
"new.row.1319","45500",1983,48384
"new.row.1320","45500",1984,50705
"new.row.1321","45500",1985,51652
"new.row.1322","45500",1986,50948
"new.row.1323","45500",1987,51413
"new.row.1324","45500",1988,51537
"new.row.1325","45500",1989,53128
"new.row.1326","45500",1990,55716
"new.row.1327","45500",1991,55009
"new.row.1328","45500",1992,53635
"new.row.1329","45500",1993,54629
"new.row.1330","45500",1994,54753
"new.row.1331","45500",1995,56320
"new.row.1332","45500",1996,57229
"new.row.1333","45500",1997,58297
"new.row.1334","45500",1998,58163
"new.row.1335","45500",1999,59305
"new.row.1336","45500",2000,60078
"new.row.1337","45500",2001,60275
"new.row.1338","45500",2002,60013
"new.row.1339","45500",2003,59702
"new.row.1340","45500",2004,60187
