"","msa.fips","year","population"
"new.row.869","43420",1983,88872
"new.row.870","43420",1984,90937
"new.row.871","43420",1985,91192
"new.row.872","43420",1986,94093
"new.row.873","43420",1987,96690
"new.row.874","43420",1988,96316
"new.row.875","43420",1989,97551
"new.row.876","43420",1990,97918
"new.row.877","43420",1991,99058
"new.row.878","43420",1992,101453
"new.row.879","43420",1993,104403
"new.row.880","43420",1994,109323
"new.row.881","43420",1995,112480
"new.row.882","43420",1996,112880
"new.row.883","43420",1997,114907
"new.row.884","43420",1998,116091
"new.row.885","43420",1999,116530
"new.row.886","43420",2000,118132
"new.row.887","43420",2001,118798
"new.row.888","43420",2002,119847
"new.row.889","43420",2003,120638
"new.row.890","43420",2004,123234
"new.row.891","43420",2005,125786
"new.row.892","43420",2006,127241
"new.row.893","43420",2007,128206
"new.row.894","43420",2008,129023
"new.row.895","43420",2009,130081
"new.row.896","43420",2010,131412
"new.row.897","43420",2011,132488
"new.row.898","43420",2012,131735
"new.row.899","43420",2013,129473
"new.row.900","46060",1969,345000
"new.row.901","46060",1970,355962
"new.row.902","46060",1971,380255
"new.row.903","46060",1972,407515
"new.row.904","46060",1973,428558
"new.row.905","46060",1974,443741
"new.row.906","46060",1975,459738
"new.row.907","46060",1976,471596
"new.row.908","46060",1977,483484
"new.row.909","46060",1978,497687
"new.row.910","46060",1979,523341
"new.row.911","46060",1980,535780
"new.row.912","46060",1981,552627
"new.row.913","46060",1982,568004
"new.row.914","46060",1983,582172
"new.row.915","46060",1984,592087
"new.row.916","46060",1985,602647
"new.row.917","46060",1986,621586
"new.row.918","46060",1987,640419
"new.row.919","46060",1988,656727
"new.row.920","46060",1989,664200
"new.row.921","46060",1990,668844
"new.row.922","46060",1991,679813
"new.row.923","46060",1992,698091
"new.row.924","46060",1993,719598
"new.row.925","46060",1994,745112
"new.row.926","46060",1995,768212
"new.row.927","46060",1996,783685
"new.row.928","46060",1997,798521
"new.row.929","46060",1998,813386
"new.row.930","46060",1999,828905
"new.row.931","46060",2000,848019
"new.row.932","46060",2001,859280
"new.row.933","46060",2002,874267
"new.row.934","46060",2003,885893
"new.row.935","46060",2004,901342
"new.row.936","46060",2005,920298
"new.row.937","46060",2006,940930
"new.row.938","46060",2007,955869
"new.row.939","46060",2008,967778
"new.row.940","46060",2009,975580
"new.row.941","46060",2010,982018
"new.row.942","46060",2011,987910
"new.row.943","46060",2012,992395
"new.row.944","46060",2013,996554
"new.row.945","49740",1969,59800
"new.row.946","49740",1970,61415
"new.row.947","49740",1971,64853
"new.row.948","49740",1972,67150
"new.row.949","49740",1973,68685
"new.row.950","49740",1974,71396
"new.row.951","49740",1975,69434
"new.row.952","49740",1976,76476
"new.row.953","49740",1977,79454
"new.row.954","49740",1978,80680
"new.row.955","49740",1979,83512
"new.row.956","49740",1980,91393
"new.row.957","49740",1981,91834
"new.row.958","49740",1982,93878
"new.row.959","49740",1983,84027
"new.row.960","49740",1984,85373
"new.row.961","49740",1985,87572
"new.row.962","49740",1986,90505
"new.row.963","49740",1987,92684
"new.row.964","49740",1988,97064
"new.row.965","49740",1989,103380
"new.row.966","49740",1990,108063
"new.row.967","49740",1991,111967
"new.row.968","49740",1992,118660
"new.row.969","49740",1993,124892
"new.row.970","49740",1994,127975
"new.row.971","49740",1995,131776
"new.row.972","49740",1996,137248
"new.row.973","49740",1997,143896
"new.row.974","49740",1998,149065
"new.row.975","49740",1999,155665
"new.row.976","49740",2000,160576
"new.row.977","49740",2001,162873
"new.row.978","49740",2002,165398
"new.row.979","49740",2003,168003
"new.row.980","49740",2004,172824
"new.row.981","49740",2005,178816
"new.row.982","49740",2006,183848
"new.row.983","49740",2007,187357
"new.row.984","49740",2008,191202
"new.row.985","49740",2009,193714
"new.row.986","49740",2010,196630
"new.row.987","49740",2011,201850
"new.row.988","49740",2012,201733
"new.row.989","49740",2013,201201
"new.row.990","22220",1969,146208
"new.row.991","22220",1970,150488
"new.row.992","22220",1971,155659
"new.row.993","22220",1972,164587
"new.row.994","22220",1973,169595
"new.row.995","22220",1974,175478
"new.row.996","22220",1975,178301
"new.row.997","22220",1976,183484
"new.row.998","22220",1977,190629
"new.row.999","22220",1978,195519
"new.row.1000","22220",1979,200858
"new.row.1001","22220",1980,205371
"new.row.1002","22220",1981,206809
"new.row.1003","22220",1982,208135
"new.row.1004","22220",1983,211010
"new.row.1005","22220",1984,214918
"new.row.1006","22220",1985,218411
"new.row.1007","22220",1986,221825
"new.row.1008","22220",1987,227055
"new.row.1009","22220",1988,230907
"new.row.1010","22220",1989,234537
"new.row.1011","22220",1990,241478
"new.row.1012","22220",1991,250665
"new.row.1013","22220",1992,260143
"new.row.1014","22220",1993,273070
"new.row.1015","22220",1994,285563
"new.row.1016","22220",1995,299657
"new.row.1017","22220",1996,312015
"new.row.1018","22220",1997,321648
"new.row.1019","22220",1998,329438
"new.row.1020","22220",1999,338827
"new.row.1021","22220",2000,349532
"new.row.1022","22220",2001,358350
"new.row.1023","22220",2002,367634
"new.row.1024","22220",2003,379457
"new.row.1025","22220",2004,392694
"new.row.1026","22220",2005,407987
"new.row.1027","22220",2006,424016
"new.row.1028","22220",2007,436539
"new.row.1029","22220",2008,446592
"new.row.1030","22220",2009,455143
"new.row.1031","22220",2010,465674
"new.row.1032","22220",2011,474056
"new.row.1033","22220",2012,482727
"new.row.1034","22220",2013,491966
"new.row.1035","22900",1969,157968
"new.row.1036","22900",1970,161302
"new.row.1037","22900",1971,166652
"new.row.1038","22900",1972,170641
"new.row.1039","22900",1973,173030
"new.row.1040","22900",1974,178875
"new.row.1041","22900",1975,207746
"new.row.1042","22900",1976,188214
"new.row.1043","22900",1977,194364
"new.row.1044","22900",1978,198313
"new.row.1045","22900",1979,201812
"new.row.1046","22900",1980,203668
"new.row.1047","22900",1981,203878
"new.row.1048","22900",1982,204078
"new.row.1049","22900",1983,207278
"new.row.1050","22900",1984,210446
"new.row.1051","22900",1985,212229
"new.row.1052","22900",1986,214383
"new.row.1053","22900",1987,217078
"new.row.1054","22900",1988,218039
"new.row.1055","22900",1989,218975
"new.row.1056","22900",1990,219804
"new.row.1057","22900",1991,222842
"new.row.1058","22900",1992,226308
"new.row.1059","22900",1993,231118
"new.row.1060","22900",1994,234032
"new.row.1061","22900",1995,239471
"new.row.1062","22900",1996,243520
"new.row.1063","22900",1997,246842
"new.row.1064","22900",1998,249460
"new.row.1065","22900",1999,252529
"new.row.1066","22900",2000,256126
"new.row.1067","22900",2001,258087
"new.row.1068","22900",2002,260117
"new.row.1069","22900",2003,261903
"new.row.1070","22900",2004,264035
"new.row.1071","22900",2005,266708
"new.row.1072","22900",2006,271075
"new.row.1073","22900",2007,274305
"new.row.1074","22900",2008,276322
"new.row.1075","22900",2009,278908
"new.row.1076","22900",2010,280682
"new.row.1077","22900",2011,280951
"new.row.1078","22900",2012,280626
"new.row.1079","22900",2013,279974
"new.row.1080","26300",1969,53535
"new.row.1081","26300",1970,54620
"new.row.1082","26300",1971,57207
"new.row.1083","26300",1972,59206
"new.row.1084","26300",1973,61347
"new.row.1085","26300",1974,63691
"new.row.1086","26300",1975,64058
"new.row.1087","26300",1976,65728
"new.row.1088","26300",1977,67520
"new.row.1089","26300",1978,68495
"new.row.1090","26300",1979,70026
"new.row.1091","26300",1980,70545
"new.row.1092","26300",1981,70445
"new.row.1093","26300",1982,70534
"new.row.1094","26300",1983,71455
"new.row.1095","26300",1984,72172
"new.row.1096","26300",1985,72209
"new.row.1097","26300",1986,72487
"new.row.1098","26300",1987,73244
"new.row.1099","26300",1988,72821
"new.row.1100","26300",1989,73195
"new.row.1101","26300",1990,73563
"new.row.1102","26300",1991,74844
"new.row.1103","26300",1992,76553
"new.row.1104","26300",1993,78568
"new.row.1105","26300",1994,80673
"new.row.1106","26300",1995,82015
"new.row.1107","26300",1996,83615
"new.row.1108","26300",1997,85021
"new.row.1109","26300",1998,86172
"new.row.1110","26300",1999,87177
"new.row.1111","26300",2000,88311
"new.row.1112","26300",2001,89032
"new.row.1113","26300",2002,89630
"new.row.1114","26300",2003,90483
"new.row.1115","26300",2004,91084
"new.row.1116","26300",2005,92096
"new.row.1117","26300",2006,94077
"new.row.1118","26300",2007,94753
"new.row.1119","26300",2008,95636
"new.row.1120","26300",2009,95840
"new.row.1121","26300",2010,96194
"new.row.1122","26300",2011,96637
"new.row.1123","26300",2012,96889
"new.row.1124","26300",2013,97173
"new.row.1125","27860",1969,78951
"new.row.1126","27860",1970,79540
"new.row.1127","27860",1971,82495
"new.row.1128","27860",1972,83698
"new.row.1129","27860",1973,84953
"new.row.1130","27860",1974,85734
"new.row.1131","27860",1975,86332
"new.row.1132","27860",1976,88200
"new.row.1133","27860",1977,89644
"new.row.1134","27860",1978,90272
"new.row.1135","27860",1979,90835
"new.row.1136","27860",1980,90274
"new.row.1137","27860",1981,90094
"new.row.1138","27860",1982,89303
"new.row.1139","27860",1983,89065
"new.row.1140","27860",1984,89417
"new.row.1141","27860",1985,89745
"new.row.1142","27860",1986,89832
"new.row.1143","27860",1987,91051
"new.row.1144","27860",1988,91939
"new.row.1145","27860",1989,92714
"new.row.1146","27860",1990,93999
"new.row.1147","27860",1991,94210
"new.row.1148","27860",1992,95994
"new.row.1149","27860",1993,97939
"new.row.1150","27860",1994,98872
"new.row.1151","27860",1995,100831
"new.row.1152","27860",1996,102652
"new.row.1153","27860",1997,104130
"new.row.1154","27860",1998,105607
"new.row.1155","27860",1999,106563
"new.row.1156","27860",2000,108136
"new.row.1157","27860",2001,108774
"new.row.1158","27860",2002,109191
"new.row.1159","27860",2003,110177
"new.row.1160","27860",2004,111370
"new.row.1161","27860",2005,112570
"new.row.1162","27860",2006,114629
"new.row.1163","27860",2007,116163
"new.row.1164","27860",2008,117915
"new.row.1165","27860",2009,120114
"new.row.1166","27860",2010,121267
"new.row.1167","27860",2011,122802
"new.row.1168","27860",2012,124190
"new.row.1169","27860",2013,125633
"new.row.1170","30780",1969,390798
"new.row.1171","30780",1970,398923
"new.row.1172","30780",1971,410511
"new.row.1173","30780",1972,421948
"new.row.1174","30780",1973,434101
"new.row.1175","30780",1974,450208
"new.row.1176","30780",1975,454800
"new.row.1177","30780",1976,463036
"new.row.1178","30780",1977,470916
"new.row.1179","30780",1978,479418
"new.row.1180","30780",1979,485427
"new.row.1181","30780",1980,495743
"new.row.1182","30780",1981,498489
"new.row.1183","30780",1982,501306
"new.row.1184","30780",1983,505195
"new.row.1185","30780",1984,510658
"new.row.1186","30780",1985,516324
"new.row.1187","30780",1986,522119
"new.row.1188","30780",1987,527622
"new.row.1189","30780",1988,528733
"new.row.1190","30780",1989,532436
"new.row.1191","30780",1990,536444
"new.row.1192","30780",1991,542913
"new.row.1193","30780",1992,552311
"new.row.1194","30780",1993,561887
"new.row.1195","30780",1994,568889
"new.row.1196","30780",1995,576345
"new.row.1197","30780",1996,584861
"new.row.1198","30780",1997,591707
"new.row.1199","30780",1998,597826
"new.row.1200","30780",1999,605291
"new.row.1201","30780",2000,612313
"new.row.1202","30780",2001,618126
"new.row.1203","30780",2002,624166
"new.row.1204","30780",2003,631032
"new.row.1205","30780",2004,639558
"new.row.1206","30780",2005,648784
"new.row.1207","30780",2006,661719
"new.row.1208","30780",2007,671441
"new.row.1209","30780",2008,681888
"new.row.1210","30780",2009,691903
"new.row.1211","30780",2010,702230
"new.row.1212","30780",2011,710870
"new.row.1213","30780",2012,717844
"new.row.1214","30780",2013,724385
"new.row.1215","32820",1969,910805
"new.row.1216","32820",1970,920140
"new.row.1217","32820",1971,929937
"new.row.1218","32820",1972,944488
"new.row.1219","32820",1973,948225
"new.row.1220","32820",1974,960477
"new.row.1221","32820",1975,963646
"new.row.1222","32820",1976,969411
"new.row.1223","32820",1977,975249
"new.row.1224","32820",1978,983532
"new.row.1225","32820",1979,996459
"new.row.1226","32820",1980,1005686
"new.row.1227","32820",1981,1002176
"new.row.1228","32820",1982,1005293
"new.row.1229","32820",1983,1009767
"new.row.1230","32820",1984,1013317
"new.row.1231","32820",1985,1024191
"new.row.1232","32820",1986,1034093
"new.row.1233","32820",1987,1047141
"new.row.1234","32820",1988,1061590
"new.row.1235","32820",1989,1071132
"new.row.1236","32820",1990,1078598
"new.row.1237","32820",1991,1091735
"new.row.1238","32820",1992,1104416
"new.row.1239","32820",1993,1117303
"new.row.1240","32820",1994,1132959
"new.row.1241","32820",1995,1148208
"new.row.1242","32820",1996,1161613
"new.row.1243","32820",1997,1172495
"new.row.1244","32820",1998,1187032
"new.row.1245","32820",1999,1202822
"new.row.1246","32820",2000,1216257
"new.row.1247","32820",2001,1224627
"new.row.1248","32820",2002,1235125
"new.row.1249","32820",2003,1247414
"new.row.1250","32820",2004,1258948
"new.row.1251","32820",2005,1271965
"new.row.1252","32820",2006,1291868
"new.row.1253","32820",2007,1302273
"new.row.1254","32820",2008,1310829
"new.row.1255","32820",2009,1317719
"new.row.1256","32820",2010,1326595
"new.row.1257","32820",2011,1332853
"new.row.1258","32820",2012,1340739
"new.row.1259","32820",2013,1341746
"new.row.1260","38220",1969,104853
"new.row.1261","38220",1970,104477
"new.row.1262","38220",1971,103719
"new.row.1263","38220",1972,104888
"new.row.1264","38220",1973,104231
"new.row.1265","38220",1974,105251
"new.row.1266","38220",1975,105335
"new.row.1267","38220",1976,106074
"new.row.1268","38220",1977,106613
"new.row.1269","38220",1978,108520
"new.row.1270","38220",1979,110555
"new.row.1271","38220",1980,111988
"new.row.1272","38220",1981,111883
"new.row.1273","38220",1982,110538
"new.row.1274","38220",1983,109954
"new.row.1275","38220",1984,109561
"new.row.1276","38220",1985,108892
"new.row.1277","38220",1986,108437
"new.row.1278","38220",1987,108653
"new.row.1279","38220",1988,108561
"new.row.1280","38220",1989,107985
"new.row.1281","38220",1990,106958
"new.row.1282","38220",1991,107267
"new.row.1283","38220",1992,107590
"new.row.1284","38220",1993,107282
"new.row.1285","38220",1994,107791
"new.row.1286","38220",1995,107714
"new.row.1287","38220",1996,107707
"new.row.1288","38220",1997,107720
"new.row.1289","38220",1998,107440
"new.row.1290","38220",1999,107241
"new.row.1291","38220",2000,107184
"new.row.1292","38220",2001,106464
"new.row.1293","38220",2002,105965
"new.row.1294","38220",2003,105465
"new.row.1295","38220",2004,104665
"new.row.1296","38220",2005,103917
"new.row.1297","38220",2006,103121
"new.row.1298","38220",2007,101921
"new.row.1299","38220",2008,101305
"new.row.1300","38220",2009,100593
"new.row.1301","38220",2010,100079
"new.row.1302","38220",2011,99033
"new.row.1303","38220",2012,97373
"new.row.1304","38220",2013,95815
"new.row.1305","45500",1969,109468
"new.row.1306","45500",1970,113411
"new.row.1307","45500",1971,115276
"new.row.1308","45500",1972,115364
"new.row.1309","45500",1973,115273
"new.row.1310","45500",1974,116487
"new.row.1311","45500",1975,120390
"new.row.1312","45500",1976,121802
"new.row.1313","45500",1977,122871
"new.row.1314","45500",1978,123622
"new.row.1315","45500",1979,126658
"new.row.1316","45500",1980,127351
"new.row.1317","45500",1981,128345
"new.row.1318","45500",1982,129332
"new.row.1319","45500",1983,131460
"new.row.1320","45500",1984,132198
"new.row.1321","45500",1985,133288
