"","msa.fips","year","per.capita.personal.income"
"new.row.872","43420",1986,12151
"new.row.873","43420",1987,12625
"new.row.874","43420",1988,13343
"new.row.875","43420",1989,13841
"new.row.876","43420",1990,14612
"new.row.877","43420",1991,15316
"new.row.878","43420",1992,16210
"new.row.879","43420",1993,16401
"new.row.880","43420",1994,16562
"new.row.881","43420",1995,16725
"new.row.882","43420",1996,17565
"new.row.883","43420",1997,18021
"new.row.884","43420",1998,19155
"new.row.885","43420",1999,19890
"new.row.886","43420",2000,21127
"new.row.887","43420",2001,22710
"new.row.888","43420",2002,23658
"new.row.889","43420",2003,25337
"new.row.890","43420",2004,27294
"new.row.891","43420",2005,29369
"new.row.892","43420",2006,30948
"new.row.893","43420",2007,33166
"new.row.894","43420",2008,34013
"new.row.895","43420",2009,35302
"new.row.896","43420",2010,35729
"new.row.897","43420",2011,36752
"new.row.898","43420",2012,36467
"new.row.899","43420",2013,36612
"new.row.900","46060",1969,3632
"new.row.901","46060",1970,4053
"new.row.902","46060",1971,4373
"new.row.903","46060",1972,4641
"new.row.904","46060",1973,5020
"new.row.905","46060",1974,5408
"new.row.906","46060",1975,5693
"new.row.907","46060",1976,6080
"new.row.908","46060",1977,6563
"new.row.909","46060",1978,7355
"new.row.910","46060",1979,8218
"new.row.911","46060",1980,9238
"new.row.912","46060",1981,10408
"new.row.913","46060",1982,10742
"new.row.914","46060",1983,11384
"new.row.915","46060",1984,12343
"new.row.916","46060",1985,13246
"new.row.917","46060",1986,13971
"new.row.918","46060",1987,14405
"new.row.919","46060",1988,14982
"new.row.920","46060",1989,15940
"new.row.921","46060",1990,16313
"new.row.922","46060",1991,16962
"new.row.923","46060",1992,17486
"new.row.924","46060",1993,18553
"new.row.925","46060",1994,19452
"new.row.926","46060",1995,20085
"new.row.927","46060",1996,20968
"new.row.928","46060",1997,21777
"new.row.929","46060",1998,23193
"new.row.930","46060",1999,24080
"new.row.931","46060",2000,25275
"new.row.932","46060",2001,25925
"new.row.933","46060",2002,26144
"new.row.934","46060",2003,27114
"new.row.935","46060",2004,29074
"new.row.936","46060",2005,31527
"new.row.937","46060",2006,33957
"new.row.938","46060",2007,35194
"new.row.939","46060",2008,36497
"new.row.940","46060",2009,34558
"new.row.941","46060",2010,34504
"new.row.942","46060",2011,35562
"new.row.943","46060",2012,36692
"new.row.944","46060",2013,37063
"new.row.945","49740",1969,3497
"new.row.946","49740",1970,3816
"new.row.947","49740",1971,4179
"new.row.948","49740",1972,4401
"new.row.949","49740",1973,4687
"new.row.950","49740",1974,5775
"new.row.951","49740",1975,6170
"new.row.952","49740",1976,6297
"new.row.953","49740",1977,6497
"new.row.954","49740",1978,7154
"new.row.955","49740",1979,8381
"new.row.956","49740",1980,8624
"new.row.957","49740",1981,9363
"new.row.958","49740",1982,9554
"new.row.959","49740",1983,10200
"new.row.960","49740",1984,11384
"new.row.961","49740",1985,12270
"new.row.962","49740",1986,12552
"new.row.963","49740",1987,13908
"new.row.964","49740",1988,14716
"new.row.965","49740",1989,14181
"new.row.966","49740",1990,14116
"new.row.967","49740",1991,14977
"new.row.968","49740",1992,15210
"new.row.969","49740",1993,15752
"new.row.970","49740",1994,15639
"new.row.971","49740",1995,17743
"new.row.972","49740",1996,16422
"new.row.973","49740",1997,16935
"new.row.974","49740",1998,18086
"new.row.975","49740",1999,17597
"new.row.976","49740",2000,18170
"new.row.977","49740",2001,18719
"new.row.978","49740",2002,20160
"new.row.979","49740",2003,20825
"new.row.980","49740",2004,22738
"new.row.981","49740",2005,23711
"new.row.982","49740",2006,24447
"new.row.983","49740",2007,26007
"new.row.984","49740",2008,26327
"new.row.985","49740",2009,26647
"new.row.986","49740",2010,26903
"new.row.987","49740",2011,27312
"new.row.988","49740",2012,26903
"new.row.989","49740",2013,27483
"new.row.990","22220",1969,2641
"new.row.991","22220",1970,2748
"new.row.992","22220",1971,3015
"new.row.993","22220",1972,3373
"new.row.994","22220",1973,3919
"new.row.995","22220",1974,4020
"new.row.996","22220",1975,4702
"new.row.997","22220",1976,5145
"new.row.998","22220",1977,5552
"new.row.999","22220",1978,6282
"new.row.1000","22220",1979,6825
"new.row.1001","22220",1980,7507
"new.row.1002","22220",1981,8523
"new.row.1003","22220",1982,9042
"new.row.1004","22220",1983,9839
"new.row.1005","22220",1984,11066
"new.row.1006","22220",1985,11925
"new.row.1007","22220",1986,12976
"new.row.1008","22220",1987,13301
"new.row.1009","22220",1988,14229
"new.row.1010","22220",1989,15433
"new.row.1011","22220",1990,15788
"new.row.1012","22220",1991,16261
"new.row.1013","22220",1992,17493
"new.row.1014","22220",1993,17981
"new.row.1015","22220",1994,18701
"new.row.1016","22220",1995,19359
"new.row.1017","22220",1996,19954
"new.row.1018","22220",1997,20583
"new.row.1019","22220",1998,21767
"new.row.1020","22220",1999,22711
"new.row.1021","22220",2000,23650
"new.row.1022","22220",2001,24972
"new.row.1023","22220",2002,25695
"new.row.1024","22220",2003,26647
"new.row.1025","22220",2004,28536
"new.row.1026","22220",2005,29719
"new.row.1027","22220",2006,31223
"new.row.1028","22220",2007,32510
"new.row.1029","22220",2008,32793
"new.row.1030","22220",2009,31844
"new.row.1031","22220",2010,32356
"new.row.1032","22220",2011,34430
"new.row.1033","22220",2012,36985
"new.row.1034","22220",2013,37863
"new.row.1035","22900",1969,2677
"new.row.1036","22900",1970,2893
"new.row.1037","22900",1971,3142
"new.row.1038","22900",1972,3432
"new.row.1039","22900",1973,3862
"new.row.1040","22900",1974,4279
"new.row.1041","22900",1975,4122
"new.row.1042","22900",1976,5115
"new.row.1043","22900",1977,5593
"new.row.1044","22900",1978,6201
"new.row.1045","22900",1979,6824
"new.row.1046","22900",1980,7584
"new.row.1047","22900",1981,8592
"new.row.1048","22900",1982,8988
"new.row.1049","22900",1983,9528
"new.row.1050","22900",1984,10414
"new.row.1051","22900",1985,11079
"new.row.1052","22900",1986,11660
"new.row.1053","22900",1987,12209
"new.row.1054","22900",1988,12944
"new.row.1055","22900",1989,13666
"new.row.1056","22900",1990,14279
"new.row.1057","22900",1991,14771
"new.row.1058","22900",1992,16001
"new.row.1059","22900",1993,16321
"new.row.1060","22900",1994,17407
"new.row.1061","22900",1995,17985
"new.row.1062","22900",1996,18607
"new.row.1063","22900",1997,19346
"new.row.1064","22900",1998,20396
"new.row.1065","22900",1999,21066
"new.row.1066","22900",2000,22328
"new.row.1067","22900",2001,23337
"new.row.1068","22900",2002,23493
"new.row.1069","22900",2003,24276
"new.row.1070","22900",2004,25638
"new.row.1071","22900",2005,27126
"new.row.1072","22900",2006,28875
"new.row.1073","22900",2007,29830
"new.row.1074","22900",2008,31453
"new.row.1075","22900",2009,30311
"new.row.1076","22900",2010,30538
"new.row.1077","22900",2011,32791
"new.row.1078","22900",2012,34622
"new.row.1079","22900",2013,34711
"new.row.1080","26300",1969,2873
"new.row.1081","26300",1970,3191
"new.row.1082","26300",1971,3526
"new.row.1083","26300",1972,3862
"new.row.1084","26300",1973,4266
"new.row.1085","26300",1974,4710
"new.row.1086","26300",1975,5115
"new.row.1087","26300",1976,5659
"new.row.1088","26300",1977,6215
"new.row.1089","26300",1978,6908
"new.row.1090","26300",1979,7538
"new.row.1091","26300",1980,8581
"new.row.1092","26300",1981,9673
"new.row.1093","26300",1982,10409
"new.row.1094","26300",1983,10814
"new.row.1095","26300",1984,11678
"new.row.1096","26300",1985,12497
"new.row.1097","26300",1986,13087
"new.row.1098","26300",1987,13428
"new.row.1099","26300",1988,14231
"new.row.1100","26300",1989,15671
"new.row.1101","26300",1990,16524
"new.row.1102","26300",1991,17193
"new.row.1103","26300",1992,18374
"new.row.1104","26300",1993,19371
"new.row.1105","26300",1994,20004
"new.row.1106","26300",1995,20958
"new.row.1107","26300",1996,21685
"new.row.1108","26300",1997,22604
"new.row.1109","26300",1998,23672
"new.row.1110","26300",1999,23904
"new.row.1111","26300",2000,24811
"new.row.1112","26300",2001,25413
"new.row.1113","26300",2002,25448
"new.row.1114","26300",2003,26118
"new.row.1115","26300",2004,27507
"new.row.1116","26300",2005,29326
"new.row.1117","26300",2006,31321
"new.row.1118","26300",2007,32929
"new.row.1119","26300",2008,33124
"new.row.1120","26300",2009,32818
"new.row.1121","26300",2010,33192
"new.row.1122","26300",2011,35497
"new.row.1123","26300",2012,38506
"new.row.1124","26300",2013,38526
"new.row.1125","27860",1969,2578
"new.row.1126","27860",1970,2922
"new.row.1127","27860",1971,3053
"new.row.1128","27860",1972,3333
"new.row.1129","27860",1973,4010
"new.row.1130","27860",1974,4465
"new.row.1131","27860",1975,4743
"new.row.1132","27860",1976,4968
"new.row.1133","27860",1977,5472
"new.row.1134","27860",1978,6980
"new.row.1135","27860",1979,6923
"new.row.1136","27860",1980,7185
"new.row.1137","27860",1981,8173
"new.row.1138","27860",1982,8581
"new.row.1139","27860",1983,8844
"new.row.1140","27860",1984,10138
"new.row.1141","27860",1985,10591
"new.row.1142","27860",1986,10787
"new.row.1143","27860",1987,11640
"new.row.1144","27860",1988,12597
"new.row.1145","27860",1989,13168
"new.row.1146","27860",1990,13727
"new.row.1147","27860",1991,14639
"new.row.1148","27860",1992,15826
"new.row.1149","27860",1993,16184
"new.row.1150","27860",1994,16825
"new.row.1151","27860",1995,17900
"new.row.1152","27860",1996,18662
"new.row.1153","27860",1997,19299
"new.row.1154","27860",1998,20148
"new.row.1155","27860",1999,21062
"new.row.1156","27860",2000,21966
"new.row.1157","27860",2001,22646
"new.row.1158","27860",2002,23279
"new.row.1159","27860",2003,25348
"new.row.1160","27860",2004,25964
"new.row.1161","27860",2005,26694
"new.row.1162","27860",2006,27860
"new.row.1163","27860",2007,28975
"new.row.1164","27860",2008,30773
"new.row.1165","27860",2009,30229
"new.row.1166","27860",2010,30657
"new.row.1167","27860",2011,32999
"new.row.1168","27860",2012,35169
"new.row.1169","27860",2013,35014
"new.row.1170","30780",1969,3385
"new.row.1171","30780",1970,3639
"new.row.1172","30780",1971,3992
"new.row.1173","30780",1972,4400
"new.row.1174","30780",1973,4899
"new.row.1175","30780",1974,5362
"new.row.1176","30780",1975,5910
"new.row.1177","30780",1976,6441
"new.row.1178","30780",1977,6986
"new.row.1179","30780",1978,7833
"new.row.1180","30780",1979,8603
"new.row.1181","30780",1980,9367
"new.row.1182","30780",1981,10242
"new.row.1183","30780",1982,10906
"new.row.1184","30780",1983,11707
"new.row.1185","30780",1984,12654
"new.row.1186","30780",1985,13563
"new.row.1187","30780",1986,14271
"new.row.1188","30780",1987,14683
"new.row.1189","30780",1988,15513
"new.row.1190","30780",1989,16655
"new.row.1191","30780",1990,17570
"new.row.1192","30780",1991,18407
"new.row.1193","30780",1992,19663
"new.row.1194","30780",1993,20286
"new.row.1195","30780",1994,21128
"new.row.1196","30780",1995,22235
"new.row.1197","30780",1996,23359
"new.row.1198","30780",1997,24201
"new.row.1199","30780",1998,25655
"new.row.1200","30780",1999,26426
"new.row.1201","30780",2000,27709
"new.row.1202","30780",2001,28688
"new.row.1203","30780",2002,29535
"new.row.1204","30780",2003,30652
"new.row.1205","30780",2004,32082
"new.row.1206","30780",2005,33743
"new.row.1207","30780",2006,35715
"new.row.1208","30780",2007,38053
"new.row.1209","30780",2008,38967
"new.row.1210","30780",2009,38049
"new.row.1211","30780",2010,37982
"new.row.1212","30780",2011,40301
"new.row.1213","30780",2012,42976
"new.row.1214","30780",2013,42753
"new.row.1215","32820",1969,3227
"new.row.1216","32820",1970,3508
"new.row.1217","32820",1971,3896
"new.row.1218","32820",1972,4350
"new.row.1219","32820",1973,4820
"new.row.1220","32820",1974,5271
"new.row.1221","32820",1975,5702
"new.row.1222","32820",1976,6158
"new.row.1223","32820",1977,6721
"new.row.1224","32820",1978,7528
"new.row.1225","32820",1979,8306
"new.row.1226","32820",1980,9105
"new.row.1227","32820",1981,9996
"new.row.1228","32820",1982,10519
"new.row.1229","32820",1983,11244
"new.row.1230","32820",1984,12420
"new.row.1231","32820",1985,13162
"new.row.1232","32820",1986,13864
"new.row.1233","32820",1987,14802
"new.row.1234","32820",1988,15816
"new.row.1235","32820",1989,17053
"new.row.1236","32820",1990,17904
"new.row.1237","32820",1991,18432
"new.row.1238","32820",1992,19688
"new.row.1239","32820",1993,20699
"new.row.1240","32820",1994,21964
"new.row.1241","32820",1995,23273
"new.row.1242","32820",1996,24407
"new.row.1243","32820",1997,25508
"new.row.1244","32820",1998,28206
"new.row.1245","32820",1999,28796
"new.row.1246","32820",2000,29646
"new.row.1247","32820",2001,31399
"new.row.1248","32820",2002,31857
"new.row.1249","32820",2003,32648
"new.row.1250","32820",2004,33890
"new.row.1251","32820",2005,34595
"new.row.1252","32820",2006,35944
"new.row.1253","32820",2007,37027
"new.row.1254","32820",2008,37362
"new.row.1255","32820",2009,36272
"new.row.1256","32820",2010,36931
"new.row.1257","32820",2011,38552
"new.row.1258","32820",2012,40630
"new.row.1259","32820",2013,40987
"new.row.1260","38220",1969,2585
"new.row.1261","38220",1970,2788
"new.row.1262","38220",1971,3093
"new.row.1263","38220",1972,3317
"new.row.1264","38220",1973,3887
"new.row.1265","38220",1974,4125
"new.row.1266","38220",1975,4533
"new.row.1267","38220",1976,5043
"new.row.1268","38220",1977,5548
"new.row.1269","38220",1978,6260
"new.row.1270","38220",1979,6851
"new.row.1271","38220",1980,7351
"new.row.1272","38220",1981,8092
"new.row.1273","38220",1982,8294
"new.row.1274","38220",1983,8772
"new.row.1275","38220",1984,9579
"new.row.1276","38220",1985,10117
"new.row.1277","38220",1986,10920
"new.row.1278","38220",1987,11113
"new.row.1279","38220",1988,12039
"new.row.1280","38220",1989,12623
"new.row.1281","38220",1990,13313
"new.row.1282","38220",1991,13602
"new.row.1283","38220",1992,14624
"new.row.1284","38220",1993,15333
"new.row.1285","38220",1994,15868
"new.row.1286","38220",1995,16436
"new.row.1287","38220",1996,17254
"new.row.1288","38220",1997,17649
"new.row.1289","38220",1998,18546
"new.row.1290","38220",1999,18942
"new.row.1291","38220",2000,19823
"new.row.1292","38220",2001,20904
"new.row.1293","38220",2002,21524
"new.row.1294","38220",2003,22925
"new.row.1295","38220",2004,24374
"new.row.1296","38220",2005,24975
"new.row.1297","38220",2006,25993
"new.row.1298","38220",2007,27451
"new.row.1299","38220",2008,28641
"new.row.1300","38220",2009,28961
"new.row.1301","38220",2010,29643
"new.row.1302","38220",2011,31065
"new.row.1303","38220",2012,33353
"new.row.1304","38220",2013,33494
"new.row.1305","45500",1969,3281
"new.row.1306","45500",1970,3313
"new.row.1307","45500",1971,3475
"new.row.1308","45500",1972,3906
"new.row.1309","45500",1973,4335
"new.row.1310","45500",1974,4781
"new.row.1311","45500",1975,5075
"new.row.1312","45500",1976,5636
"new.row.1313","45500",1977,6152
"new.row.1314","45500",1978,6886
"new.row.1315","45500",1979,7683
"new.row.1316","45500",1980,8308
"new.row.1317","45500",1981,9244
"new.row.1318","45500",1982,9861
"new.row.1319","45500",1983,10398
"new.row.1320","45500",1984,11479
"new.row.1321","45500",1985,12078
"new.row.1322","45500",1986,12420
"new.row.1323","45500",1987,12686
"new.row.1324","45500",1988,13169
"new.row.1325","45500",1989,14198
"new.row.1326","45500",1990,14971
"new.row.1327","45500",1991,15556
"new.row.1328","45500",1992,16315
"new.row.1329","45500",1993,16725
"new.row.1330","45500",1994,17387
"new.row.1331","45500",1995,18255
"new.row.1332","45500",1996,19033
"new.row.1333","45500",1997,20061
"new.row.1334","45500",1998,20662
"new.row.1335","45500",1999,21529
"new.row.1336","45500",2000,22681
"new.row.1337","45500",2001,23834
"new.row.1338","45500",2002,24343
"new.row.1339","45500",2003,25121
"new.row.1340","45500",2004,26865
"new.row.1341","45500",2005,27971
"new.row.1342","45500",2006,29243
"new.row.1343","45500",2007,31410
"new.row.1344","45500",2008,32788
"new.row.1345","45500",2009,32042
"new.row.1346","45500",2010,32730
"new.row.1347","45500",2011,34126
"new.row.1348","45500",2012,35394
"new.row.1349","45500",2013,34990
"new.row.1350","12540",1969,3911
"new.row.1351","12540",1970,4100
"new.row.1352","12540",1971,4355
"new.row.1353","12540",1972,4727
"new.row.1354","12540",1973,5292
"new.row.1355","12540",1974,6241
"new.row.1356","12540",1975,6550
"new.row.1357","12540",1976,7507
"new.row.1358","12540",1977,7821
"new.row.1359","12540",1978,8491
"new.row.1360","12540",1979,9724
"new.row.1361","12540",1980,11039
"new.row.1362","12540",1981,11467
"new.row.1363","12540",1982,12044
"new.row.1364","12540",1983,12174
"new.row.1365","12540",1984,13068
"new.row.1366","12540",1985,13582
