"","msa.fips","year","proprietors.Income"
"new.row.867","43420",2000,185289
"new.row.868","43420",2001,191878
"new.row.869","43420",2002,178585
"new.row.870","43420",2003,190530
"new.row.871","43420",2004,208827
"new.row.872","43420",2005,225014
"new.row.873","43420",2006,250433
"new.row.874","43420",2007,240402
"new.row.875","43420",2008,183700
"new.row.876","43420",2009,169581
"new.row.877","43420",2010,174203
"new.row.878","43420",2011,186223
"new.row.879","43420",2012,188430
"new.row.880","46060",1969,105648
"new.row.881","46060",1970,109969
"new.row.882","46060",1971,124879
"new.row.883","46060",1972,142761
"new.row.884","46060",1973,164438
"new.row.885","46060",1974,174154
"new.row.886","46060",1975,174959
"new.row.887","46060",1976,200366
"new.row.888","46060",1977,248509
"new.row.889","46060",1978,294028
"new.row.890","46060",1979,320022
"new.row.891","46060",1980,305782
"new.row.892","46060",1981,313458
"new.row.893","46060",1982,298667
"new.row.894","46060",1983,328889
"new.row.895","46060",1984,367608
"new.row.896","46060",1985,398685
"new.row.897","46060",1986,450812
"new.row.898","46060",1987,481856
"new.row.899","46060",1988,575449
"new.row.900","46060",1989,464523
"new.row.901","46060",1990,481460
"new.row.902","46060",1991,565804
"new.row.903","46060",1992,633191
"new.row.904","46060",1993,804772
"new.row.905","46060",1994,808487
"new.row.906","46060",1995,864126
"new.row.907","46060",1996,932056
"new.row.908","46060",1997,1119628
"new.row.909","46060",1998,1321798
"new.row.910","46060",1999,1384417
"new.row.911","46060",2000,1630333
"new.row.912","46060",2001,1369586
"new.row.913","46060",2002,1539545
"new.row.914","46060",2003,1566153
"new.row.915","46060",2004,1704522
"new.row.916","46060",2005,1850074
"new.row.917","46060",2006,2158540
"new.row.918","46060",2007,1928810
"new.row.919","46060",2008,1651852
"new.row.920","46060",2009,1647581
"new.row.921","46060",2010,1684585
"new.row.922","46060",2011,1797909
"new.row.923","46060",2012,1946977
"new.row.924","49740",1969,34540
"new.row.925","49740",1970,27169
"new.row.926","49740",1971,26708
"new.row.927","49740",1972,35186
"new.row.928","49740",1973,32669
"new.row.929","49740",1974,83329
"new.row.930","49740",1975,51825
"new.row.931","49740",1976,63737
"new.row.932","49740",1977,67501
"new.row.933","49740",1978,66163
"new.row.934","49740",1979,94430
"new.row.935","49740",1980,108350
"new.row.936","49740",1981,99546
"new.row.937","49740",1982,92664
"new.row.938","49740",1983,64031
"new.row.939","49740",1984,94091
"new.row.940","49740",1985,143144
"new.row.941","49740",1986,109168
"new.row.942","49740",1987,191339
"new.row.943","49740",1988,266288
"new.row.944","49740",1989,185063
"new.row.945","49740",1990,167091
"new.row.946","49740",1991,220327
"new.row.947","49740",1992,218376
"new.row.948","49740",1993,304726
"new.row.949","49740",1994,218229
"new.row.950","49740",1995,461536
"new.row.951","49740",1996,278863
"new.row.952","49740",1997,329272
"new.row.953","49740",1998,449509
"new.row.954","49740",1999,400670
"new.row.955","49740",2000,453572
"new.row.956","49740",2001,348280
"new.row.957","49740",2002,467263
"new.row.958","49740",2003,398351
"new.row.959","49740",2004,522760
"new.row.960","49740",2005,554323
"new.row.961","49740",2006,522805
"new.row.962","49740",2007,562281
"new.row.963","49740",2008,414433
"new.row.964","49740",2009,400622
"new.row.965","49740",2010,448037
"new.row.966","49740",2011,540693
"new.row.967","49740",2012,343682
"new.row.968","22220",1969,65542
"new.row.969","22220",1970,46884
"new.row.970","22220",1971,62653
"new.row.971","22220",1972,94815
"new.row.972","22220",1973,135835
"new.row.973","22220",1974,92745
"new.row.974","22220",1975,149881
"new.row.975","22220",1976,155726
"new.row.976","22220",1977,152797
"new.row.977","22220",1978,186992
"new.row.978","22220",1979,182600
"new.row.979","22220",1980,171257
"new.row.980","22220",1981,179657
"new.row.981","22220",1982,173850
"new.row.982","22220",1983,195159
"new.row.983","22220",1984,295476
"new.row.984","22220",1985,340835
"new.row.985","22220",1986,423299
"new.row.986","22220",1987,384980
"new.row.987","22220",1988,381792
"new.row.988","22220",1989,453066
"new.row.989","22220",1990,388667
"new.row.990","22220",1991,411638
"new.row.991","22220",1992,474273
"new.row.992","22220",1993,495195
"new.row.993","22220",1994,552336
"new.row.994","22220",1995,603942
"new.row.995","22220",1996,651087
"new.row.996","22220",1997,650926
"new.row.997","22220",1998,722068
"new.row.998","22220",1999,809106
"new.row.999","22220",2000,807029
"new.row.1000","22220",2001,873123
"new.row.1001","22220",2002,824857
"new.row.1002","22220",2003,897311
"new.row.1003","22220",2004,1114836
"new.row.1004","22220",2005,1040840
"new.row.1005","22220",2006,1010456
"new.row.1006","22220",2007,1018200
"new.row.1007","22220",2008,1008937
"new.row.1008","22220",2009,900689
"new.row.1009","22220",2010,893555
"new.row.1010","22220",2011,1048225
"new.row.1011","22220",2012,1132760
"new.row.1012","22900",1969,54044
"new.row.1013","22900",1970,56966
"new.row.1014","22900",1971,64822
"new.row.1015","22900",1972,79079
"new.row.1016","22900",1973,93315
"new.row.1017","22900",1974,95161
"new.row.1018","22900",1975,102187
"new.row.1019","22900",1976,115975
"new.row.1020","22900",1977,122909
"new.row.1021","22900",1978,132815
"new.row.1022","22900",1979,147278
"new.row.1023","22900",1980,143884
"new.row.1024","22900",1981,151906
"new.row.1025","22900",1982,142927
"new.row.1026","22900",1983,159835
"new.row.1027","22900",1984,199097
"new.row.1028","22900",1985,220520
"new.row.1029","22900",1986,247966
"new.row.1030","22900",1987,275368
"new.row.1031","22900",1988,284747
"new.row.1032","22900",1989,320706
"new.row.1033","22900",1990,291027
"new.row.1034","22900",1991,323428
"new.row.1035","22900",1992,342008
"new.row.1036","22900",1993,387591
"new.row.1037","22900",1994,428111
"new.row.1038","22900",1995,462460
"new.row.1039","22900",1996,502973
"new.row.1040","22900",1997,531410
"new.row.1041","22900",1998,609050
"new.row.1042","22900",1999,634218
"new.row.1043","22900",2000,713817
"new.row.1044","22900",2001,743954
"new.row.1045","22900",2002,715501
"new.row.1046","22900",2003,737652
"new.row.1047","22900",2004,817972
"new.row.1048","22900",2005,866830
"new.row.1049","22900",2006,909086
"new.row.1050","22900",2007,829045
"new.row.1051","22900",2008,868050
"new.row.1052","22900",2009,672216
"new.row.1053","22900",2010,708758
"new.row.1054","22900",2011,751342
"new.row.1055","22900",2012,781022
"new.row.1056","26300",1969,17548
"new.row.1057","26300",1970,17873
"new.row.1058","26300",1971,20616
"new.row.1059","26300",1972,25603
"new.row.1060","26300",1973,28516
"new.row.1061","26300",1974,29487
"new.row.1062","26300",1975,34514
"new.row.1063","26300",1976,41236
"new.row.1064","26300",1977,42066
"new.row.1065","26300",1978,50069
"new.row.1066","26300",1979,52572
"new.row.1067","26300",1980,57812
"new.row.1068","26300",1981,56329
"new.row.1069","26300",1982,55574
"new.row.1070","26300",1983,59586
"new.row.1071","26300",1984,65881
"new.row.1072","26300",1985,66250
"new.row.1073","26300",1986,66726
"new.row.1074","26300",1987,67351
"new.row.1075","26300",1988,71741
"new.row.1076","26300",1989,78328
"new.row.1077","26300",1990,77240
"new.row.1078","26300",1991,87834
"new.row.1079","26300",1992,95977
"new.row.1080","26300",1993,110659
"new.row.1081","26300",1994,116182
"new.row.1082","26300",1995,126698
"new.row.1083","26300",1996,123576
"new.row.1084","26300",1997,119467
"new.row.1085","26300",1998,138949
"new.row.1086","26300",1999,140257
"new.row.1087","26300",2000,149901
"new.row.1088","26300",2001,151913
"new.row.1089","26300",2002,142371
"new.row.1090","26300",2003,142442
"new.row.1091","26300",2004,158620
"new.row.1092","26300",2005,165492
"new.row.1093","26300",2006,181266
"new.row.1094","26300",2007,166789
"new.row.1095","26300",2008,170938
"new.row.1096","26300",2009,169353
"new.row.1097","26300",2010,188538
"new.row.1098","26300",2011,215126
"new.row.1099","26300",2012,231501
"new.row.1100","27860",1969,44805
"new.row.1101","27860",1970,59786
"new.row.1102","27860",1971,59381
"new.row.1103","27860",1972,63543
"new.row.1104","27860",1973,99753
"new.row.1105","27860",1974,109551
"new.row.1106","27860",1975,88700
"new.row.1107","27860",1976,79313
"new.row.1108","27860",1977,87979
"new.row.1109","27860",1978,171263
"new.row.1110","27860",1979,113579
"new.row.1111","27860",1980,77538
"new.row.1112","27860",1981,111733
"new.row.1113","27860",1982,92887
"new.row.1114","27860",1983,74041
"new.row.1115","27860",1984,126030
"new.row.1116","27860",1985,119559
"new.row.1117","27860",1986,91689
"new.row.1118","27860",1987,132617
"new.row.1119","27860",1988,165379
"new.row.1120","27860",1989,138236
"new.row.1121","27860",1990,131811
"new.row.1122","27860",1991,161054
"new.row.1123","27860",1992,191193
"new.row.1124","27860",1993,185943
"new.row.1125","27860",1994,197592
"new.row.1126","27860",1995,220931
"new.row.1127","27860",1996,233285
"new.row.1128","27860",1997,229581
"new.row.1129","27860",1998,247916
"new.row.1130","27860",1999,271462
"new.row.1131","27860",2000,296443
"new.row.1132","27860",2001,299742
"new.row.1133","27860",2002,274137
"new.row.1134","27860",2003,430770
"new.row.1135","27860",2004,430838
"new.row.1136","27860",2005,382713
"new.row.1137","27860",2006,418308
"new.row.1138","27860",2007,385377
"new.row.1139","27860",2008,441631
"new.row.1140","27860",2009,388680
"new.row.1141","27860",2010,390369
"new.row.1142","27860",2011,440842
"new.row.1143","27860",2012,503452
"new.row.1144","30780",1969,113006
"new.row.1145","30780",1970,119699
"new.row.1146","30780",1971,137293
"new.row.1147","30780",1972,170837
"new.row.1148","30780",1973,211462
"new.row.1149","30780",1974,227438
"new.row.1150","30780",1975,223947
"new.row.1151","30780",1976,249566
"new.row.1152","30780",1977,266037
"new.row.1153","30780",1978,322430
"new.row.1154","30780",1979,314966
"new.row.1155","30780",1980,312612
"new.row.1156","30780",1981,301258
"new.row.1157","30780",1982,278527
"new.row.1158","30780",1983,311019
"new.row.1159","30780",1984,387983
"new.row.1160","30780",1985,421993
"new.row.1161","30780",1986,441326
"new.row.1162","30780",1987,508995
"new.row.1163","30780",1988,552464
"new.row.1164","30780",1989,560167
"new.row.1165","30780",1990,552269
"new.row.1166","30780",1991,594178
"new.row.1167","30780",1992,673497
"new.row.1168","30780",1993,742170
"new.row.1169","30780",1994,763956
"new.row.1170","30780",1995,792536
"new.row.1171","30780",1996,883910
"new.row.1172","30780",1997,889347
"new.row.1173","30780",1998,1032965
"new.row.1174","30780",1999,1150531
"new.row.1175","30780",2000,1314525
"new.row.1176","30780",2001,1420837
"new.row.1177","30780",2002,1595771
"new.row.1178","30780",2003,1637864
"new.row.1179","30780",2004,1730407
"new.row.1180","30780",2005,1783245
"new.row.1181","30780",2006,1970355
"new.row.1182","30780",2007,1815873
"new.row.1183","30780",2008,1766944
"new.row.1184","30780",2009,1719652
"new.row.1185","30780",2010,1815085
"new.row.1186","30780",2011,1981129
"new.row.1187","30780",2012,2130398
"new.row.1188","32820",1969,263113
"new.row.1189","32820",1970,282772
"new.row.1190","32820",1971,316389
"new.row.1191","32820",1972,362219
"new.row.1192","32820",1973,428535
"new.row.1193","32820",1974,401849
"new.row.1194","32820",1975,414746
"new.row.1195","32820",1976,502903
"new.row.1196","32820",1977,554579
"new.row.1197","32820",1978,633990
"new.row.1198","32820",1979,678586
"new.row.1199","32820",1980,603874
"new.row.1200","32820",1981,647517
"new.row.1201","32820",1982,621607
"new.row.1202","32820",1983,670354
"new.row.1203","32820",1984,823349
"new.row.1204","32820",1985,884928
"new.row.1205","32820",1986,893166
"new.row.1206","32820",1987,1064496
"new.row.1207","32820",1988,1215905
"new.row.1208","32820",1989,1231118
"new.row.1209","32820",1990,1282415
"new.row.1210","32820",1991,1406916
"new.row.1211","32820",1992,1768290
"new.row.1212","32820",1993,2052688
"new.row.1213","32820",1994,2283619
"new.row.1214","32820",1995,2561202
"new.row.1215","32820",1996,2958225
"new.row.1216","32820",1997,3020030
"new.row.1217","32820",1998,4465248
"new.row.1218","32820",1999,4423604
"new.row.1219","32820",2000,4319718
"new.row.1220","32820",2001,5619791
"new.row.1221","32820",2002,5682665
"new.row.1222","32820",2003,5780782
"new.row.1223","32820",2004,5978430
"new.row.1224","32820",2005,5616362
"new.row.1225","32820",2006,5844293
"new.row.1226","32820",2007,5263183
"new.row.1227","32820",2008,4994061
"new.row.1228","32820",2009,5100330
"new.row.1229","32820",2010,5044570
"new.row.1230","32820",2011,5441468
"new.row.1231","32820",2012,5929605
"new.row.1232","38220",1969,28756
"new.row.1233","38220",1970,32344
"new.row.1234","38220",1971,39769
"new.row.1235","38220",1972,43448
"new.row.1236","38220",1973,64308
"new.row.1237","38220",1974,49579
"new.row.1238","38220",1975,59829
"new.row.1239","38220",1976,70889
"new.row.1240","38220",1977,69741
"new.row.1241","38220",1978,79013
"new.row.1242","38220",1979,74730
"new.row.1243","38220",1980,48609
"new.row.1244","38220",1981,70722
"new.row.1245","38220",1982,52435
"new.row.1246","38220",1983,47133
"new.row.1247","38220",1984,68446
"new.row.1248","38220",1985,65532
"new.row.1249","38220",1986,62921
"new.row.1250","38220",1987,79635
"new.row.1251","38220",1988,114326
"new.row.1252","38220",1989,86644
"new.row.1253","38220",1990,80569
"new.row.1254","38220",1991,97575
"new.row.1255","38220",1992,121704
"new.row.1256","38220",1993,110419
"new.row.1257","38220",1994,147877
"new.row.1258","38220",1995,124994
"new.row.1259","38220",1996,164926
"new.row.1260","38220",1997,145365
"new.row.1261","38220",1998,143143
"new.row.1262","38220",1999,156414
"new.row.1263","38220",2000,169777
"new.row.1264","38220",2001,171665
"new.row.1265","38220",2002,147127
"new.row.1266","38220",2003,210624
"new.row.1267","38220",2004,232172
"new.row.1268","38220",2005,195421
"new.row.1269","38220",2006,174105
"new.row.1270","38220",2007,187683
"new.row.1271","38220",2008,202048
"new.row.1272","38220",2009,152357
"new.row.1273","38220",2010,150634
"new.row.1274","38220",2011,157326
"new.row.1275","38220",2012,216396
"new.row.1276","45500",1969,42663
"new.row.1277","45500",1970,44645
"new.row.1278","45500",1971,48905
"new.row.1279","45500",1972,57997
"new.row.1280","45500",1973,65435
"new.row.1281","45500",1974,70954
"new.row.1282","45500",1975,70521
"new.row.1283","45500",1976,79230
"new.row.1284","45500",1977,79147
"new.row.1285","45500",1978,90009
"new.row.1286","45500",1979,105150
"new.row.1287","45500",1980,94945
"new.row.1288","45500",1981,98749
"new.row.1289","45500",1982,96226
"new.row.1290","45500",1983,104207
"new.row.1291","45500",1984,138135
"new.row.1292","45500",1985,136606
"new.row.1293","45500",1986,150139
"new.row.1294","45500",1987,149854
"new.row.1295","45500",1988,167870
"new.row.1296","45500",1989,171163
"new.row.1297","45500",1990,163307
"new.row.1298","45500",1991,183644
"new.row.1299","45500",1992,198092
"new.row.1300","45500",1993,217605
"new.row.1301","45500",1994,235162
"new.row.1302","45500",1995,233638
"new.row.1303","45500",1996,252027
"new.row.1304","45500",1997,284469
"new.row.1305","45500",1998,302788
"new.row.1306","45500",1999,351145
"new.row.1307","45500",2000,335523
"new.row.1308","45500",2001,348555
"new.row.1309","45500",2002,357179
"new.row.1310","45500",2003,396627
"new.row.1311","45500",2004,437365
"new.row.1312","45500",2005,406128
"new.row.1313","45500",2006,427433
"new.row.1314","45500",2007,424475
"new.row.1315","45500",2008,397857
"new.row.1316","45500",2009,353170
"new.row.1317","45500",2010,363262
"new.row.1318","45500",2011,381216
"new.row.1319","45500",2012,424780
"new.row.1320","12540",1969,200584
"new.row.1321","12540",1970,202616
"new.row.1322","12540",1971,219134
